Tweets,Category
b'          \n\n        ... https://t.co/5d3b7LUvl7',Journalist
b'         \n\n -           1... https://t.co/mcIo4NCrlI',Journalist
"b'    ,       \n\n        ... https://t.co/RfvnzUjj9e'",Journalist
"b'        ,      \n\n         ... https://t.co/lQyK8Mjb77'",Journalist
b'      \n\n :             ... https://t.co/uY06i9lMBc',Journalist
"b'   , -     , 10   \n\n :     ... https://t.co/VJbxTgXMh8'",Journalist
b'11          \n\n         ... https://t.co/YI9G9kzujw',Journalist
b'   .      \n\n         ... https://t.co/mwvlG0mO6B',Journalist
"b',    ,   \n\n            ... https://t.co/ivnX8B3QAl'",Journalist
b'      \n\n         ... https://t.co/hhZczhooda',Journalist
b'      \n\n           ... https://t.co/cR8Dcq77sS',Journalist
"b'    ,    \n\n          ... https://t.co/oaSmhAIuwR'",Journalist
b'     \n\n -        29 ... https://t.co/cxwoxaouUE',Journalist
b'       \n\n ()              ... https://t.co/ZEQ9Mqnrgk',Journalist
"b' :    ,          \n\n    ... https://t.co/F18epA2j0i'",Journalist
b'JioPhone Monsoon Hungama offer: You can get new JioPhone for Rs 501 from July 21 https://t.co/8Qrbxmrzvj via @gadgetsnow',Journalist
"b'#MonsoonSession | BJP MP @ShatruganSinha will vote against the #NoConfidenceMotion, reports ANI \n\nLIVE updates... https://t.co/5wv3Lpn0el'",Journalist
b'Take a look at all the top stories in 60 seconds https://t.co/SrlgC1Lecy',Journalist
"b'Airtel, Vodafone team up with Amazon to take on the new threat from Mukesh Ambani https://t.co/S5uFfdjvPv via... https://t.co/OU6tJ6G2oC'",Journalist
"b""'I will stay away from Parliament during #NoConfidenceMotion,' says TDP MP Diwakar Reddy\n\nTDP has issued a whip dir... https://t.co/yAN0US8Zyk""",Journalist
"b"".@priyankachopra out with @nickjonas post her b'day bash via @etimes\n\nhttps://t.co/SCXbbtg6Pd""",Journalist
"b'#MonsoonSession | Congress MPs protest in Parliament premises, demanding rights for farmers \n\nPicture Credits: ANI... https://t.co/yLMKHjgxAy'",Journalist
"b""'BJP believes those in power must not be questioned', tweets @RahulGandhi on proposed changes to RTI Act... https://t.co/hmVq01Dgkb""",Journalist
"b'YSRCP MPs stage protest in Parliament premises demanding special status for Andhra Pradesh, reports ANI... https://t.co/Y8tZh09M3g'",Journalist
b'ANI quotes @AnanthKumar_BJP: Govt has majority both inside &amp; outside Parliament. NDA will vote against... https://t.co/YCzkHQ4Rib',Journalist
"b""ANI quotes @AnanthKumar_BJP: Sonia Gandhi's maths is weak. They had calculated similarly in 1996. We know what happ... https://t.co/4KCrJG9Yg5""",Journalist
"b""ANI quotes Shiv Sena's Sanjay Raut: In democracy, voice of the Opposition should be heard first even if it consists... https://t.co/R2RHXxqidY""",Journalist
b'.@INCIndia has given adjournment notice in Lok Sabha over the issue of mob lynching\n\n#MonsoonSession LIVE updates: https://t.co/xjH4aDMTBC',Journalist
b'ANI quotes DMK Working President @mkstalin: In spite of having no option to vote for #NoConfidenceMotion in Parliam... https://t.co/jeaqgqDkLn',Journalist
b'How to check Income Tax return (ITR) status \n\nREAD: https://t.co/eZe2xjygF6 https://t.co/WsSVFcPkEy',Journalist
b'Sports ministry gives federations more autonomy for selecting Indian athletes for Asian Games https://t.co/fOZNnCCmml via @TOISports',Journalist
b'Government seeks to crack down on ponzi schemes https://t.co/qEBoTPNvaQ',Journalist
b'#Housefull4 : @akshaykumar shoots for a song sequence via @etimes\n\nhttps://t.co/j1yjk4UYcl',Journalist
b'Itd be funny if it werent such a pain: Delhi fights waterlogging with 42-year-old plan \n\nREAD:... https://t.co/MwuIw9pf2p',Journalist
"b""What @RaviShastriOfc says on @msdhoni's retirement rumours \n\nREAD: https://t.co/SBusfjyHXk https://t.co/IeY8MQIOtJ""",Journalist
b'Pics: Celebs at #Dhadak screening via @etimes\n\nhttps://t.co/9WC70ctFuz',Journalist
"b""#JUSTIN | Israel adopts controversial 'Jewish nation-state' law, reports AFP""",Journalist
b'This premium smartphone brand is exiting Indian market https://t.co/Txk9lPYyNE via @gadgetsnow',Journalist
b'Hina Khan: It is difficult for me to make friends because of my nature https://t.co/p0ezboxQ8C via @toitv',Journalist
b'7 naxalites killed in encounter in with security forces in Chhattigsarh https://t.co/Xm46CCzTm7 via @TOICitiesNews https://t.co/q3SnyxA7OB',Journalist
b'Why PM Modi has confidence in failure of no-confidence motion \n\nREAD: https://t.co/YR0ZBkek98 https://t.co/mDaklBvrVn',Journalist
b'Delhi: Transport department to issue e-challans from August 1 https://t.co/kMlzEjN6Tx via @TOIDelhi https://t.co/TopNlOofK9',Journalist
b'Shiroor Mutt seer Lakshmivara Teertha Swami dies https://t.co/y3HnbLzZVU via @TOICitiesNews https://t.co/NigXLtJg7O',Journalist
"b'Cops make fun of me, UP Dalit BJP MLA complains https://t.co/50qmKkReB0 via @TOILucknow https://t.co/oorwkh2kzQ'",Journalist
b'From the ramparts of the Red Fort I announced that every village will be electrified. We walked the talk and went t... https://t.co/Adf55w4qAc',Journalist
"b'In 2005, the then Government promised to electrify every village by 2009. The then President of the ruling party we... https://t.co/h7WNjqv728'",Journalist
b'Today I am delighted to interact with people from villages across India which have been electrified: PM @narendramodi',Journalist
b'LIVE | PM @narendramodi interacts with beneficiaries of Saubhagya scheme across India https://t.co/0zMHEKnZMb',Journalist
b'US hotel sues shooting victims to avoid liability https://t.co/wErESMny2M via @TOIWorld https://t.co/wfgCdKC04g',Journalist
b'.@RanveerOfficial and @deepikapadukone off to Hyderabad? via @etimes\nhttps://t.co/STiJcQZcl7',Journalist
"b'Criminal shoots cousin dead in front of his kids, after tiff over pet dog https://t.co/yCS4VQHLHO via @TOIGurgaon https://t.co/YYczfhEtzh'",Journalist
b'Lawyer who represented Kathua rape-accused made J&amp;K additional advocate general \n\nREAD: https://t.co/K3LvBvCh6j https://t.co/MZYLHzaTpL',Journalist
"b'South Sudan students kin bury her in Mumbai, ask for footage of railway accident \n\nREAD: https://t.co/OTn7QE908F https://t.co/Ve7Bg5SbSa'",Journalist
b'Intel: Khalistani terrorists on way to attack Parliament \n\nREAD: https://t.co/AoF1IFLznE https://t.co/hLEzEYIwCr',Journalist
b'These Marathi celebs will be missed forever... via @etimes\n\nhttps://t.co/11RKUDMaiH',Journalist
"b'Asked to pay toll, Kerala MLA PC George smashes barricade \n\nREAD: https://t.co/JeSNlOtffM https://t.co/NyxN8VIEPt'",Journalist
b'Two shot at in northeast Delhi over ironing jeans \n\nREAD: https://t.co/YIab7EDbXr https://t.co/2thTGJbo1l',Journalist
b'Opinion | Growth is good: Acche din comes only on the back of brute economic growth and jobs... https://t.co/bHs776ex8B',Journalist
"b'Delhi: Resume sealing drive, says Supreme Court; violators to get 48-hour notice https://t.co/Br0dBazZeF via @TOIDelhi'",Journalist
"b'Chhattisgarh: 7 bodies of Naxalites recovered this morning from Timenar forest area, near Dantewada-Bijapur border,... https://t.co/4u7N0n0fWK'",Journalist
b'You share your birthday with https://t.co/DjbSulthX8',Journalist
"b'From October 2, government to free many jailed for non-heinous crimes \n\nREAD: https://t.co/s5ywwpZkpS https://t.co/is6sMLt3j1'",Journalist
"b'Opinion | How did students with zero or negative marks in physics, chemistry qualify in NEET? Its not the fault of... https://t.co/alHHMktLEi'",Journalist
"b""Govt &amp; trust, temples &amp; women, Meghalaya &amp; Earth's history, anti-clocks... Get all this in today's #TimesTop10: Spe... https://t.co/rUgfs9ElfG""",Journalist
"b'India-EU free trade agreement almost dead, India now eyes post-Brexit UK \n\nREAD: https://t.co/wQfW0CHhzg https://t.co/0C3CA1en1e'",Journalist
b'Humour | Slush fun  Size matters: our potholes are bigger than yours  https://t.co/sb0OYS9Qgf via @TOIOpinion https://t.co/dNgokEeFqL',Journalist
b'TOI Edit | Angels And Demons: Pakistan elections turn farcical with Rawalpindi calling the shots... https://t.co/0RE5IgcXgu',Journalist
"b'In first major contract, @isro lets industry make 27 satellites \n\nREAD: https://t.co/gmNqrS7tRL https://t.co/p9NSLrbDAS'",Journalist
"b'BJP to hold national executive meet on August 18 and 19 at NDMC Convention Centre in Delhi over General Elections 2019, reports ANI'",Journalist
b'Judges recusal after lawyers comments on FB post right: Bombay high court \n\nREAD: https://t.co/m1Ir4KsRsV https://t.co/lTAC80AuN4',Journalist
"b'Elite special forces of Army, IAF, Navy get major weapons upgrade \n\nREAD: https://t.co/VdcsESK1Rd https://t.co/klD7arEDcW'",Journalist
"b""Newest phase in Earth's history named after Meghalaya rock \n\nREAD: https://t.co/7lxRSWaa4u https://t.co/qgZHkD88sW""",Journalist
"b""Women's right to pray is equal to that of men: Supreme Court on #Sabarimala \n\nREAD: https://t.co/zeJOgNWyfg https://t.co/8Zq6l3Rfp2""",Journalist
"b'Modi govt to face its first no-trust vote on Friday, expects easy win \n\nREAD: https://t.co/xVODadUEZe https://t.co/DeR2B94Fmx'",Journalist
"b'TOI Edit | Stand Up To Mobs: SC realised gravity of lynching menace, proceeded full throttle. Government must follo... https://t.co/hnsp3zeNFs'",Journalist
b'Woman moves Supreme Court to book husband for oral sex \n\nREAD: https://t.co/u2mtJrUAwy https://t.co/3v87tSv7lW',Journalist
b'Lawyer who represented Kathua rape-accused made J&amp;K additional advocate general https://t.co/K3LvBvTSuT https://t.co/EUqCASX1dw',Journalist
"b'Section 377 verdict nears, wife wants man booked for oral sex https://t.co/u2mtJrUAwy https://t.co/lsm7f8xGxe'",Journalist
"b'African scholar tries to get off moving train in Mumbai, pays with life https://t.co/OTn7QDRph7\n(File photo) https://t.co/bHahjdqxi6'",Journalist
"b'From October 2, govt to free many jailed for non-heinous crimes https://t.co/s5ywwqgVOs \n(Representative image) https://t.co/Wwp5wgpHDC'",Journalist
"b'Modi govt to face its first no-trust vote on Friday, expects easy win https://t.co/xVODadUEZe https://t.co/YCJpiuYuKD'",Journalist
"b'Elite special forces of Army, IAF, Navy get major weapons upgrade https://t.co/VdcsESK1Rd https://t.co/PAFv7AhDKv'",Journalist
b'His car broke down so he walked over 20 miles to get to work on time \n\nREAD: https://t.co/xxIXwpGGIR https://t.co/mheSgwnCDk',Journalist
b'Air strikes kill 12 civilians in south Syria rebel holdout https://t.co/eu9oM6TohF via @TOIWorld https://t.co/GQgv0312Uv',Journalist
"b""'Come, pay and stay' in Kerala prison; proposal on anvil \n\nREAD: https://t.co/xmgkZ6ELxw https://t.co/zWcXg53n6J""",Journalist
"b""Pakistan government decides not to hold Nawaz Sharif's trial in jail https://t.co/yTaH4yZqi0 via @TOIWorld https://t.co/KcbGchf4qK""",Journalist
"b'As state of emergency ends, Turkey mulls new terror laws https://t.co/WWUgRa6PJE via @TOIWorld https://t.co/QahtKrkmia'",Journalist
b'Air strikes kill 12 civilians in south Syria rebel holdout https://t.co/eu9oM6TohF via @TOIWorld https://t.co/b1HGcdufoe',Journalist
"b"".@realDonaldTrump asked Iran's President Rouhani for meeting 8 times at UN: Official https://t.co/AytBogF2DJ via... https://t.co/E2EqpcvR2b""",Journalist
"b'#GreaterNoida buildings collapse: Toll reaches 8, many still feared trapped https://t.co/a0XZusMFmH via @TOINoida https://t.co/JJwW3XYdZz'",Journalist
b'#MonsoonSession | #NoConfidenceMotion: @BJP4India positive of getting support from 314 MPs; @INCIndia buoyant... https://t.co/IxqPL6Fs1r',Journalist
"b""Britain 'concerned' over move to ban Hong Kong party https://t.co/eYAjvg065F via @TOIWorld https://t.co/0EQGb5UNdN""",Journalist
b'BJP hopes to get support of 314 MPs against no-confidence motion \n\nRead: https://t.co/Eo6qHZQWLX https://t.co/NjbmuccVFQ',Journalist
b'#MonsoonSession | When @MVenkaiahNaidu spoke in 10 different languages in Rajya Sabha   https://t.co/GFLu3X6Fwi https://t.co/vLgkDX9Kpt',Journalist
b'Two injured in exchange of fire in northeast Delhi https://t.co/z5lrlkgXA3 via @TOIDelhi https://t.co/Rlb6LXcX88',Journalist
"b""'Closely engaged' with US on H-1B visa programme: Government https://t.co/NF7JAeNydj via @TOIBusiness https://t.co/OVr5B0wKRY""",Journalist
b'#AsianWrestlingChampionships \n\nViresh Kundu wins bronze at Asian Junior Wrestling \n\nReport: https://t.co/tWCLxa8NCu https://t.co/ARQn6vja8y',Journalist
b'Elite IIT engineers challenge homosexuality ban \n\nRead: https://t.co/ge0dTMmA1N https://t.co/YQmLlQ6ine',Journalist
"b'Engaged with authorities abroad to bring back Kohinoor, other antiquities: Government https://t.co/L5NIaRsAZ1 https://t.co/tkbo98Q15P'",Journalist
"b""Assam cash-for-job scam: BJP MP's daughter among 19 officers arrested https://t.co/T5rDacbATX https://t.co/hTBbprISYV""",Journalist
"b'#GreaterNoida buildings collapse: Toll reaches 7, many still feared trapped https://t.co/a0XZusMFmH via @TOINoida https://t.co/Blv7zqtZur'",Journalist
b'Delhi government directs extension of Lal Dora areas in villages https://t.co/4Mt6rdGimG via @TOIDelhi https://t.co/ZVbNGyIbbJ',Journalist
b'US offers India armed version of Guardian drone: Sources https://t.co/ozPwKMPxEM https://t.co/8w1PbossYr',Journalist
"b""Mexico's next government to weigh legalizing drugs https://t.co/KGkr5SPLfK via @TOIWorld\n\n(Representative Image) https://t.co/mG28x3jGBu""",Journalist
b'New details on 2018 iPhone fast charger revealed https://t.co/34QGesyf7x via @gadgetsnow https://t.co/aQZoHgmEQs',Journalist
"b""Government announces amnesty for prisoners to mark Mahatma Gandhi's 150th birth anniversary https://t.co/2s1vfm4opp https://t.co/wHSD7kPBJP""",Journalist
"b'Insensitive, says @MehboobaMufti on appointment of counsel of Kathua rape accused as additional advocate general... https://t.co/AX0Vx9iAx3'",Journalist
b'#JUSTIN | UP CM Yogi Adityanath has ordered compensation of Rs 2 lakh each for the next of kin of those dead and Rs... https://t.co/FSgZdLYfF9',Journalist
b'Aston Martin unveils three-seater flying sports car concept https://t.co/Y6OPixOkkA via @TOIAuto https://t.co/6F9srUxuiS',Journalist
b'.@BCCI to host over 2000 matches in 2018-19 domestic season\n\nDetails: https://t.co/tRkcRz0NFt https://t.co/FikGZ4llU9',Journalist
b'Examinees entitled to see their answer sheet of competitive exam: SC https://t.co/J0YwvEpxyk https://t.co/2ifRMPqX4B',Journalist
"b'In first major contract, @isro lets industry make 27 satellites https://t.co/gmNqrS7tRL https://t.co/AYDo0KCQx5'",Journalist
"b'Milky way disrupted by stir, Maharashtra govt fails to find a solution https://t.co/mNHYJ3UXBq via @TOIMumbai https://t.co/GC6vtLRVG7'",Journalist
"b'Police post mugshot of lost dog, bail paid in cookies https://t.co/fLlsLam913 via @TOIWorld https://t.co/oMQiGodjQS'",Journalist
"b'1,006 lost lives in May-June due to thunderstorms, floods https://t.co/OtUYzCETpF https://t.co/V6sSMFshhC'",Journalist
"b'RT @HTSportsNews: #GermanGP | #SebastianVettel, @MercedesAMGF1 both hungry for home success\n\nPreview: https://t.co/T42mHS2STB https://t.co/...'",Journalist
"b'#VivoNex, the all-screen smartphone with a pop-up selfie camera will be launching in India today. Watch it live her... https://t.co/5stAY615W2'",Journalist
b'Wish couldve spoken to him one last time: Wife of man killed in Greater Noida buildings collapse... https://t.co/E0wvcmpvNL',Journalist
b'Rupee slips 12 paise to 68.74 against US dollar\nhttps://t.co/HVtovitSAi https://t.co/XN653R9fEW',Journalist
"b'RT @HTSportsNews: .@vika7, 2-time #USOpen finalist, misses direct entry for Grand Slam\n\nhttps://t.co/e4jTcTAQS9 https://t.co/iYhIhcPMmd'",Journalist
"b'RT @htshowbiz: #Loki faked his death in #InfinityWar, will return in #Avengers4. New theories make compelling argument\nhttps://t.co/GdKzHq3...'",Journalist
b'Facebook promises to take down posts that trigger violence\nhttps://t.co/2hr0VKonQN https://t.co/sXuVKGOvHC',Journalist
"b'RT @htlifeandstyle: Monsoon home decor tips, 8 ways to redo your house for the rainy season. #monsoon\nhttps://t.co/keVRB1eRo1 https://t.co/...'",Journalist
"b'Death toll in Greater Noida building collapse rises to 9, infant among those killed\nhttps://t.co/oQWPI1hPV3 https://t.co/WILod74Xbm'",Journalist
b'EU ruling against Google opens new opportunities for rivals\nhttps://t.co/O93bTgQnos https://t.co/IAouZWWKWn',Journalist
"b'Sensex, Nifty turn choppy, midcap stocks bleed\nhttps://t.co/gFc8jyqNe2 https://t.co/UHxUhUQ3JL'",Journalist
"b'TV and a lawn: Nawaz Sharif getting all facilities he is entitled to in jail, says govt\nhttps://t.co/bccJTvMI09 https://t.co/ISDcAHYE02'",Journalist
"b'Seven Maoists killed in ongoing Chhattisgarh encounter, toll may rise\nhttps://t.co/R2XBvbT7Na\n@bisani01 https://t.co/x61ytWtNAm'",Journalist
b'Indian asylum seekers detained in other US federal prisons too\nhttps://t.co/68aqDrNWFN\n@raohitender reports https://t.co/JcMTlKkIUg',Journalist
b'Records of 100 cases go missing from retired judges house: Madras HC\nhttps://t.co/UsrfB4sooG https://t.co/8eahYFtw5I',Journalist
b'Woman alleges rape by Delhi-based singer: Police\nhttps://t.co/fAW0Q6sGDP https://t.co/DWxGMRUPQL',Journalist
"b""RT @htshowbiz: #neetukapoor's love for @aliaa08 spills over to her mom #SoniRazdan. Here are all the details https://t.co/JnPGCi05eE https:...""",Journalist
b'RT @htshowbiz: #AishwaryaRais new #FanneyKhan pic will light your souls on fire\nhttps://t.co/S1H0QaiXN4 https://t.co/hew1EwvbvO',Journalist
"b'Retaliatory tariffs from India, China, other countries hurting US: Congressman\nhttps://t.co/LMkLJvEd1H https://t.co/7nRpR5mylS'",Journalist
b'RT @HTSportsNews: Qatar ploughs ahead with 2022 FIFA World Cup plans despite crises\n\nhttps://t.co/Erd6AJOMDP https://t.co/0HqD8A1eOS',Journalist
b'How the numbers stack up for no-trust vote against Modi government\nhttps://t.co/3BYcouxbfv\n@meetuttam reports https://t.co/4yFcCqk2qI',Journalist
"b'Surprise Opposition: PM Narendra Modi, Amit Shahs strategy behind Fridays trust vote\nhttps://t.co/TbxV1ImXhI... https://t.co/IdrrOveO8s'",Journalist
"b'Govt confident of defeating no-confidence motion in Lok Sabha, BJP issues whip to MPs\nhttps://t.co/7lCyZFD2RB... https://t.co/9fTM8WOEMJ'",Journalist
"b'Declared an Indian in 17, Assam cop again listed as doubtful voter\nhttps://t.co/wFPDS0VuTD\n@datelinedelhi reports https://t.co/gYWBhH16w6'",Journalist
b'RT @prashantktm: Rahul is the number one contender for PM. Karnataka CM H D Kumaraswamy tells @htTweets South Editor Venkatesha Babu and...',Journalist
b'RT @sharmanihi: Bus fell into deep gorge in Tehri. At least 8 feared dead #Uttarakhand @htTweets',Journalist
"b'RT @htlifeandstyle: Iron is not just found in #meat, here are 6 #foods that are loaded with it. \nhttps://t.co/GQb6537j57 https://t.co/NKnC9...'",Journalist
"b'RT @htlifeandstyle: Cracked heels can be healed, here are 7 #Natural remedies to help you. #feetdom\nhttps://t.co/Imqzn3vF7P https://t.co/ey...'",Journalist
b'Donald Trump says Putin responsible for Russian meddling in 2016 election\nhttps://t.co/vWNZiPZzaY\n@yashwantraj repo... https://t.co/4WEM9J9Jk2',Journalist
b'RT @Roshanjnu: Excise revenues of Bihars neighbouring states have spiked an year after prohibition in the state. This suggests smuggling o...',Journalist
"b'RT @htlifeandstyle: Tulsi, rosemary, peppermint and other healing plants that can change your life. #Healing #plants\nhttps://t.co/yWZxpox0W...'",Journalist
b'All this clamour is nonsense - @RaviShastriOfc quashes #MSDhoni retirement talk\n\n#ENGvIND... https://t.co/WWjBNSPFiJ',Journalist
"b'RT @bisani01: Chhattisgarh :  Seven alleged Maoists ,including three females,  killed in an encounter with security forces in Dantewada dis...'",Journalist
"b'RT @ashhokbaggriya: SC to get 3 new judges - Collegium to reiterate d name of Justice K M Joseph, besides - justices Indira Banerjee &amp; Vine...'",Journalist
"b'RT @HTMumbai: Milk protest trouble in #Mumbai may boil over tomorrow, reports @faisalmushtaque\n\nhttps://t.co/rAXhRM9Ev1 https://t.co/gtJTCJ...'",Journalist
"b'RT @HTMumbai: #Mumbai khadyaat: Fix responsibility, name-shame officials, writes @smruti\n\nhttps://t.co/VApTVha1CO https://t.co/iMTagfDj9z'",Journalist
b'RT @HTPunjab: Heavy rain trigger flashfloods in Manali in Himachal Pradesh @htTweets\nhttps://t.co/XUpdvsdGgf https://t.co/MtBUTeqlH7',Journalist
"b'RT @HTPunjab: Ludhiana City Centre scam: Notice to govt, Captain on plea of vigilance ex-SSP\nhttps://t.co/BhFnizGyZK https://t.co/NH3jUOUWf2'",Journalist
"b'RT @HTMumbai: Andheri bridge collapse: Report blames Western Railway, staff @iAroosaAhmed reports: https://t.co/vxyYnFYR2o https://t.co/Jhj...'",Journalist
b'RT @HTPunjab: Chandigarh police to train school dropouts to help them find jobs  \nhttps://t.co/YH7hndTDt6 https://t.co/kI3gcC0F4J',Journalist
b'Army should occupy Bangladeshi land and settle illegal immigrants there: Praveen Togadia\nhttps://t.co/bO5SJEl3mF https://t.co/hzuNfVZQ96',Journalist
b'Uttar Pradesh girl allegedly poisons midday meal to avenge younger brothers death\nhttps://t.co/ryGF4ZStM1 https://t.co/VPL0s9nCTB',Journalist
"b'RT @htshowbiz: Priyanka Chopra, Nick Jonas paint London town red, see all her birthday pictures\nhttps://t.co/CHcw5oTbHL https://t.co/0vqYqM...'",Journalist
b'Policy dive: Sanctions force India to do US-Russia balancing act\nhttps://t.co/0pnEHWe1Xu\n@rahulsinghx reports https://t.co/ZMZd3qKVeu',Journalist
b'Police treating attack on Toronto Muslim man as hate crime\nhttps://t.co/jfydGQtzbk https://t.co/hYwx2ewd3t',Journalist
b'Lok Sabha passes bill allowing detention of school children in classes 5 and 8\nhttps://t.co/kcdlMiX5Ux https://t.co/XLd3KbPVZ4',Journalist
"b'RT @htshowbiz: Shahid and I have inherited everything from our mother, says #IshaanKhatter\nhttps://t.co/RK107rVhxd https://t.co/4vswoRzkRG'",Journalist
"b'Rahul Gandhi is No. 1 candidate for prime minister, says Karnataka CM Kumaraswamy\nhttps://t.co/bApxtrKy5g... https://t.co/yaURY5XG58'",Journalist
b'Pakistan files counter-memorial to Indias plea on Kulbhushan Jadhav\nhttps://t.co/PH5xts1ukv https://t.co/3oLsQGJNKm',Journalist
b'PDP eyes show of strength to mark its foundation day\nhttps://t.co/x4mohK2x6O\n@mirehsankhaliq reports https://t.co/yTwbPFymmu',Journalist
"b'In a first, Chinese student sues university and professor for alleged sexual assault\nhttps://t.co/uhb8qcd2mU... https://t.co/kb8Akq4R5e'",Journalist
b'US offers India armed version of Guardian drone: Sources\nhttps://t.co/m2CXU5ElmB https://t.co/zLQoPF823N',Journalist
b'Are neighbouring states gaining from illegal alcohol sale in Bihar?\nhttps://t.co/Z8pfJyMqa8\n@Roshanjnu reports https://t.co/nGm3BUuW2Z',Journalist
b'RT @meetuttam: .@narendramodi took the opposition by surprise by accepting the no confidence challenge on the very first day of the #Parl...',Journalist
"b'Unauthorised construction, civic mess hamper rescue ops in Greater Noida\nhttps://t.co/jhYrtV11nd\n@journopk reports... https://t.co/LX2Y5vjxpm'",Journalist
b'Collegium likely to push KM Josephs name as Supreme Court judge again\nhttps://t.co/pdIeo63sy8\n@ashhokbaggriya repo... https://t.co/PuPVCHJ0yw',Journalist
"b'Suspecting infidelity, Chhattisgarh man electrocutes wife using live wire on private parts\nhttps://t.co/7AKzwplFHr... https://t.co/SxiVNQgJnH'",Journalist
b'Top story on https://t.co/o0DfqOYtUN right now \n\nRead: https://t.co/pdIeo63sy8 https://t.co/7hkHSBXjQs',Journalist
"b'Lufthansa air hostess was locked up by husband, wanted to call cops, her last messages suggest... https://t.co/PxSAB2R2T8'",Journalist
b'Meghalayan Age makes the state a part of geologic history\nhttps://t.co/0jn8UzcsuX\n@MalavikaVy reports https://t.co/xzgcgknLUE',Journalist
"b'Survived on rainwater, tried to dig way out: Thai cave boys recount ordeal https://t.co/SVwTODNIE0 https://t.co/wyZXarJqXB'",Journalist
"b'Govt confident of defeating no-confidence motion in Lok Sabha, BJP issues whip to MPs\nhttps://t.co/7lCyZFD2RB https://t.co/sfuglWsKik'",Journalist
"b""Good morning, readers. Here's our front page on Thursday. Read the full e-paper here: https://t.co/HRUlfEsQgw https://t.co/2YDzyVkct7""",Journalist
b'Would you like to be fitter but are always short on time? Adopt these 7 simple habits. #healthyhabits\nhttps://t.co/1txTKfBylx',Journalist
"b'White rice is a good source of carbs and the better half of many delectable food combos like dal-chaawal, rajma-cha... https://t.co/NwGE78QplL'",Journalist
"b'Yes, low sperm count is curable. Here are its causes, symptoms and natural remedies. \nhttps://t.co/pGmRAJeYK7'",Journalist
b'Teen #smartphone usage is linked to rise in #ADHD symptoms.\nhttps://t.co/D013uOqzT6',Journalist
"b'Best home remedies for acidity and heartburn, these 7 foods in your diet promise quick cure. \nhttps://t.co/8mNbRnkb7L'",Journalist
b'Hot dogs and other processed meats can lead to manic episodes. #Mentalhealth #Meat\nhttps://t.co/QFVEZfL8Ep',Journalist
"b'Number plates must for VVIP vehicles including President, says Delhi high court https://t.co/y2RWetVcK6 https://t.co/quMn7HdDkF'",Journalist
b'India and US hold meeting to further defence cooperation https://t.co/cOnSM7WMYn https://t.co/xW8tM7F3Mf',Journalist
b'RT @HTSportsNews: .@LFC star Alex Oxlade-Chamberlain likely to miss whole season \n\nhttps://t.co/uyS1kquZiz https://t.co/U9aIscKj4d',Journalist
b'RT @HTSportsNews: #ENGvIND | Why Englands #JoeRoot wont repeat his drop the mic celebration ever again\n\nhttps://t.co/huPPFnRYv8 https:/...',Journalist
b'ED files charge sheet in AgustaWestland chopper scam case https://t.co/nfc7T3Jm1r https://t.co/dJ97R6xGQi',Journalist
"b'In April, 39 per cent trains were delayed, in May, the figure stood at 40 per cent and in June 35 per cent of train... https://t.co/TIqOouhevL'",Journalist
"b'Three sisters sexually abused for months in Mangaluru; city-based man held, four others absconding... https://t.co/77JAF27Lwp'",Journalist
b'Gorakhpur girl booked for poisoning mid-day meal to avenge brothers death https://t.co/ryGF4ZStM1 https://t.co/eAtKQACugO',Journalist
b'#ENGvIND | How exceptional #RishabhPant earned his place in Indian cricket team Test squad... https://t.co/czWmBPYzLE',Journalist
"b'RT @vinodrajputs: Uttar Pradesh government removes an IAS officer Vibha Chahal, suspends a general manager and an assistant general manager...'",Journalist
"b'Nearly 50,000 people died after being hit by trains in last 3 years https://t.co/eqwrKQirXG https://t.co/0jSNoEi1EV'",Journalist
b'Top story on https://t.co/o0DfqOYtUN right now\n\nRead: https://t.co/jhYrtUJpYD https://t.co/BlNRiCGuhK',Journalist
b'RT @HTSportsNews: Nostalgic @McIlroyRory relives memories of British Open debut\n\nhttps://t.co/O1Y1bz6v4G https://t.co/u1GYx5IHHN',Journalist
"b'Four-year-old girl raped, injuries inflicted on private parts in Madhya Pradesh https://t.co/B33o2A4a3c https://t.co/TBrJRmaqGm'",Journalist
b'US offers India armed version of Guardian drone: Sources https://t.co/m2CXU5ElmB https://t.co/sPMYP2hjH4',Journalist
"b'Suspecting infidelity, Chhattisgarh man electrocutes wife using live wire on private parts, @bisani01 reports... https://t.co/QXLuyDcB1w'",Journalist
b'RT @HTSportsNews: Sports ministry urges IOA to ease norms for #AsianGames squad \n\nhttps://t.co/ZrqBi5prSs https://t.co/51pnD8rF3G',Journalist
"b'RT @HTSportsNews: On familiar turf, #AnirbanLahiri hopes to replicate Delhi Golf Club success at Carnoustie\n\nhttps://t.co/33fq92Jj0v http...'",Journalist
b'RT @htshowbiz: Janhvi Kapoor writes a heartfelt note for mother Sridevi before Dhadak release\n\nhttps://t.co/BFbiDI18TC',Journalist
b'RT @htshowbiz: Narcos:Mexico first look is all about Michael Pena and Diego Luna. See pics\n\nhttps://t.co/AjvivIBzI9',Journalist
"b'RT @htshowbiz: Shah Rukh Khan, Juhi Chwala have a heartwarming chat on 21 years of Yes Boss  https://t.co/hXf1lNF0Yq https://t.co/n4lgKXl7Bz'",Journalist
